Broker,Date,Value
Century 21 Masters,Jun-30-2020,85
Century 21 Masters,Jul-31-2020,86
Century 21 Masters,Aug-31-2020,86
Century 21 Masters,Sep-30-2020,86
Century 21 Masters,Oct-31-2020,86
Century 21 Masters,Nov-30-2020,85
Century 21 Masters,Dec-31-2020,89
Century 21 Masters,Jan-31-2019,89
Century 21 Masters,Feb-28-2019,88
Century 21 Masters,Mar-31-2019,86
Century 21 Masters,Apr-30-2019,86
Century 21 Masters,May-31-2019,86
Century 21 Masters,Jun-30-2019,86
Century 21 Masters,Jul-31-2019,86
Century 21 Masters,Aug-31-2019,89
Century 21 Masters,Sep-30-2019,89
Century 21 Masters,Oct-31-2019,91
Century 21 Masters,Nov-30-2019,91
Century 21 Masters,Dec-31-2019,92
Century 21 Masters,Jan-31-2018,94
Century 21 Masters,Feb-28-2018,95
Century 21 Masters,Mar-31-2018,
Century 21 Masters,Apr-30-2018,
Century 21 Masters,May-31-2018,
Century 21 Masters,Jun-30-2018,
Century 21 Masters,Jul-31-2018,
Century 21 Masters,Aug-31-2018,
Century 21 Masters,Sep-30-2018,
Century 21 Masters,Oct-31-2018,
Century 21 Masters,Nov-30-2018,
Century 21 Masters,Dec-31-2018,
Century 21 Masters,Jan-31-2017,
Sterling Real Estate,Jan-31-2024,102
Sterling Real Estate,Feb-29-2024,102
Sterling Real Estate,Mar-31-2024,100
Sterling Real Estate,Apr-30-2024,99
Sterling Real Estate,May-31-2024,103
Sterling Real Estate,Jun-30-2024,101
Sterling Real Estate,Jul-31-2024,98
Sterling Real Estate,Aug-31-2024,97
Sterling Real Estate,Sep-30-2024,94
Sterling Real Estate,Oct-31-2024,95
Sterling Real Estate,Nov-30-2024,94
Sterling Real Estate,Dec-31-2024,97
Sterling Real Estate,Jan-31-2023,98
Sterling Real Estate,Feb-28-2023,97
Sterling Real Estate,Mar-31-2023,97
Sterling Real Estate,Apr-30-2023,97
Sterling Real Estate,May-31-2023,102
Sterling Real Estate,Jun-30-2023,100
Sterling Real Estate,Jul-31-2023,99
Sterling Real Estate,Aug-31-2023,98
Sterling Real Estate,Sep-30-2023,98
Sterling Real Estate,Oct-31-2023,101
Sterling Real Estate,Nov-30-2023,100
Sterling Real Estate,Dec-31-2023,100
Sterling Real Estate,Jan-31-2022,105
Sterling Real Estate,Feb-28-2022,104
Sterling Real Estate,Mar-31-2022,103
Sterling Real Estate,Apr-30-2022,106
Sterling Real Estate,May-31-2022,105
Sterling Real Estate,Jun-30-2022,106
Sterling Real Estate,Jul-31-2022,105
Sterling Real Estate,Aug-31-2022,102
Sterling Real Estate,Sep-30-2022,103
Sterling Real Estate,Oct-31-2022,104
Sterling Real Estate,Nov-30-2022,102
Sterling Real Estate,Dec-31-2022,100
Sterling Real Estate,Jan-31-2021,100
Sterling Real Estate,Feb-28-2021,97
Sterling Real Estate,Mar-31-2021,104
Sterling Real Estate,Apr-30-2021,105
Sterling Real Estate,May-31-2021,107
Sterling Real Estate,Jun-30-2021,108
Sterling Real Estate,Jul-31-2021,107
Sterling Real Estate,Aug-31-2021,106
Sterling Real Estate,Sep-30-2021,106
Sterling Real Estate,Oct-31-2021,102
Sterling Real Estate,Nov-30-2021,100
Sterling Real Estate,Dec-31-2021,99
Sterling Real Estate,Jan-31-2020,99
Sterling Real Estate,Feb-29-2020,99
Sterling Real Estate,Mar-31-2020,98
Sterling Real Estate,Apr-30-2020,106
Sterling Real Estate,May-31-2020,101
Sterling Real Estate,Jun-30-2020,103
Sterling Real Estate,Jul-31-2020,102
Sterling Real Estate,Aug-31-2020,104
Sterling Real Estate,Sep-30-2020,104
Sterling Real Estate,Oct-31-2020,104
Sterling Real Estate,Nov-30-2020,98
Sterling Real Estate,Dec-31-2020,105
Sterling Real Estate,Jan-31-2019,105
Sterling Real Estate,Feb-28-2019,105
Sterling Real Estate,Mar-31-2019,103
Sterling Real Estate,Apr-30-2019,103
Sterling Real Estate,May-31-2019,103
Sterling Real Estate,Jun-30-2019,102
Sterling Real Estate,Jul-31-2019,100
Sterling Real Estate,Aug-31-2019,99
Sterling Real Estate,Sep-30-2019,103
Sterling Real Estate,Oct-31-2019,98
Sterling Real Estate,Nov-30-2019,102
Sterling Real Estate,Dec-31-2019,102
Sterling Real Estate,Jan-31-2018,102
Sterling Real Estate,Feb-28-2018,104
Sterling Real Estate,Mar-31-2018,97
Sterling Real Estate,Apr-30-2018,104
Sterling Real Estate,May-31-2018,
Sterling Real Estate,Jun-30-2018,
Sterling Real Estate,Jul-31-2018,
Sterling Real Estate,Aug-31-2018,
Sterling Real Estate,Sep-30-2018,
Sterling Real Estate,Oct-31-2018,
Sterling Real Estate,Nov-30-2018,
Sterling Real Estate,Dec-31-2018,
Sterling Real Estate,Jan-31-2017,
Century 21 All Stars Realty Ltd,Jan-31-2024,97
Century 21 All Stars Realty Ltd,Feb-29-2024,106
Century 21 All Stars Realty Ltd,Mar-31-2024,106
Century 21 All Stars Realty Ltd,Apr-30-2024,106
Century 21 All Stars Realty Ltd,May-31-2024,107
Century 21 All Stars Realty Ltd,Jun-30-2024,106
Century 21 All Stars Realty Ltd,Jul-31-2024,107
Century 21 All Stars Realty Ltd,Aug-31-2024,110
Century 21 All Stars Realty Ltd,Sep-30-2024,111
Century 21 All Stars Realty Ltd,Oct-31-2024,111
Century 21 All Stars Realty Ltd,Nov-30-2024,111
Century 21 All Stars Realty Ltd,Dec-31-2024,105
Century 21 All Stars Realty Ltd,Jan-31-2023,107
Century 21 All Stars Realty Ltd,Feb-28-2023,107
Century 21 All Stars Realty Ltd,Mar-31-2023,105
Century 21 All Stars Realty Ltd,Apr-30-2023,103
Century 21 All Stars Realty Ltd,May-31-2023,104
Century 21 All Stars Realty Ltd,Jun-30-2023,105
Century 21 All Stars Realty Ltd,Jul-31-2023,104
Century 21 All Stars Realty Ltd,Aug-31-2023,102
Century 21 All Stars Realty Ltd,Sep-30-2023,101
Century 21 All Stars Realty Ltd,Oct-31-2023,105
Century 21 All Stars Realty Ltd,Nov-30-2023,105
Century 21 All Stars Realty Ltd,Dec-31-2023,108
Century 21 All Stars Realty Ltd,Jan-31-2022,107
Century 21 All Stars Realty Ltd,Feb-28-2022,106
Century 21 All Stars Realty Ltd,Mar-31-2022,106
Century 21 All Stars Realty Ltd,Apr-30-2022,106
Century 21 All Stars Realty Ltd,May-31-2022,107
Century 21 All Stars Realty Ltd,Jun-30-2022,109
Century 21 All Stars Realty Ltd,Jul-31-2022,110
Century 21 All Stars Realty Ltd,Aug-31-2022,111
Century 21 All Stars Realty Ltd,Sep-30-2022,107
Century 21 All Stars Realty Ltd,Oct-31-2022,107
Century 21 All Stars Realty Ltd,Nov-30-2022,108
Century 21 All Stars Realty Ltd,Dec-31-2022,106
Century 21 All Stars Realty Ltd,Jan-31-2021,104
Century 21 All Stars Realty Ltd,Feb-28-2021,104
Century 21 All Stars Realty Ltd,Mar-31-2021,104
Century 21 All Stars Realty Ltd,Apr-30-2021,105
Century 21 All Stars Realty Ltd,May-31-2021,101
Century 21 All Stars Realty Ltd,Jun-30-2021,97
Century 21 All Stars Realty Ltd,Jul-31-2021,95
Century 21 All Stars Realty Ltd,Aug-31-2021,95
Century 21 All Stars Realty Ltd,Sep-30-2021,95
Century 21 All Stars Realty Ltd,Oct-31-2021,93
Century 21 All Stars Realty Ltd,Nov-30-2021,93
Century 21 All Stars Realty Ltd,Dec-31-2021,93
Century 21 All Stars Realty Ltd,Jan-31-2020,93
Century 21 All Stars Realty Ltd,Feb-29-2020,93
Century 21 All Stars Realty Ltd,Mar-31-2020,89
Century 21 All Stars Realty Ltd,Apr-30-2020,91
Century 21 All Stars Realty Ltd,May-31-2020,92
Century 21 All Stars Realty Ltd,Jun-30-2020,92
Century 21 All Stars Realty Ltd,Jul-31-2020,97
Century 21 All Stars Realty Ltd,Aug-31-2020,96
Century 21 All Stars Realty Ltd,Sep-30-2020,96
Century 21 All Stars Realty Ltd,Oct-31-2020,96
Century 21 All Stars Realty Ltd,Nov-30-2020,96
Century 21 All Stars Realty Ltd,Dec-31-2020,98
Century 21 All Stars Realty Ltd,Jan-31-2019,98
Century 21 All Stars Realty Ltd,Feb-28-2019,101
Century 21 All Stars Realty Ltd,Mar-31-2019,102
Century 21 All Stars Realty Ltd,Apr-30-2019,102
Century 21 All Stars Realty Ltd,May-31-2019,102
Century 21 All Stars Realty Ltd,Jun-30-2019,102
Century 21 All Stars Realty Ltd,Jul-31-2019,103
Century 21 All Stars Realty Ltd,Aug-31-2019,102
Century 21 All Stars Realty Ltd,Sep-30-2019,101
Century 21 All Stars Realty Ltd,Oct-31-2019,
Century 21 All Stars Realty Ltd,Nov-30-2019,
Century 21 All Stars Realty Ltd,Dec-31-2019,
Century 21 All Stars Realty Ltd,Jan-31-2018,
Century 21 All Stars Realty Ltd,Feb-28-2018,
Century 21 All Stars Realty Ltd,Mar-31-2018,
Century 21 All Stars Realty Ltd,Apr-30-2018,
Century 21 All Stars Realty Ltd,May-31-2018,
Century 21 All Stars Realty Ltd,Jun-30-2018,
Century 21 All Stars Realty Ltd,Jul-31-2018,
Century 21 All Stars Realty Ltd,Aug-31-2018,
Century 21 All Stars Realty Ltd,Sep-30-2018,
Century 21 All Stars Realty Ltd,Oct-31-2018,
Century 21 All Stars Realty Ltd,Nov-30-2018,
Century 21 All Stars Realty Ltd,Dec-31-2018,
Century 21 All Stars Realty Ltd,Jan-31-2017,
Initia Real Estate,Jan-31-2024,289
Initia Real Estate,Feb-29-2024,297
Initia Real Estate,Mar-31-2024,284
Initia Real Estate,Apr-30-2024,271
Initia Real Estate,May-31-2024,261
Initia Real Estate,Jun-30-2024,250
Initia Real Estate,Jul-31-2024,233
Initia Real Estate,Aug-31-2024,232
Initia Real Estate,Sep-30-2024,221
Initia Real Estate,Oct-31-2024,213
Initia Real Estate,Nov-30-2024,209
Initia Real Estate,Dec-31-2024,203
Initia Real Estate,Jan-31-2023,198
Initia Real Estate,Feb-28-2023,195
Initia Real Estate,Mar-31-2023,193
Initia Real Estate,Apr-30-2023,184
Initia Real Estate,May-31-2023,186
Initia Real Estate,Jun-30-2023,179
Initia Real Estate,Jul-31-2023,171
Initia Real Estate,Aug-31-2023,160
Initia Real Estate,Sep-30-2023,158
Initia Real Estate,Oct-31-2023,157
Initia Real Estate,Nov-30-2023,143
Initia Real Estate,Dec-31-2023,138
Initia Real Estate,Jan-31-2022,128
Initia Real Estate,Feb-28-2022,124
Initia Real Estate,Mar-31-2022,117
Initia Real Estate,Apr-30-2022,119
Initia Real Estate,May-31-2022,117
Initia Real Estate,Jun-30-2022,118
Initia Real Estate,Jul-31-2022,109
Initia Real Estate,Aug-31-2022,102
Initia Real Estate,Sep-30-2022,101
Initia Real Estate,Oct-31-2022,102
Initia Real Estate,Nov-30-2022,
Initia Real Estate,Dec-31-2022,
Initia Real Estate,Jan-31-2021,
Initia Real Estate,Feb-28-2021,
Initia Real Estate,Mar-31-2021,
Initia Real Estate,Apr-30-2021,
Initia Real Estate,May-31-2021,
Initia Real Estate,Jun-30-2021,
Initia Real Estate,Jul-31-2021,
Initia Real Estate,Aug-31-2021,
Initia Real Estate,Sep-30-2021,
Initia Real Estate,Oct-31-2021,
Initia Real Estate,Nov-30-2021,
Initia Real Estate,Dec-31-2021,
Initia Real Estate,Jan-31-2020,
Initia Real Estate,Feb-29-2020,
Initia Real Estate,Mar-31-2020,
Initia Real Estate,Apr-30-2020,
Initia Real Estate,May-31-2020,
Initia Real Estate,Jun-30-2020,
Initia Real Estate,Jul-31-2020,
Initia Real Estate,Aug-31-2020,
Initia Real Estate,Sep-30-2020,
Initia Real Estate,Oct-31-2020,
Initia Real Estate,Nov-30-2020,
Initia Real Estate,Dec-31-2020,
Initia Real Estate,Jan-31-2019,
Initia Real Estate,Feb-28-2019,
Initia Real Estate,Mar-31-2019,
Initia Real Estate,Apr-30-2019,
Initia Real Estate,May-31-2019,
Initia Real Estate,Jun-30-2019,
Initia Real Estate,Jul-31-2019,
Initia Real Estate,Aug-31-2019,
Initia Real Estate,Sep-30-2019,
Initia Real Estate,Oct-31-2019,
Initia Real Estate,Nov-30-2019,
Initia Real Estate,Dec-31-2019,
Initia Real Estate,Jan-31-2018,
Initia Real Estate,Feb-28-2018,
Initia Real Estate,Mar-31-2018,
Initia Real Estate,Apr-30-2018,
Initia Real Estate,May-31-2018,
Initia Real Estate,Jun-30-2018,
Initia Real Estate,Jul-31-2018,
Initia Real Estate,Aug-31-2018,
Initia Real Estate,Sep-30-2018,
Initia Real Estate,Oct-31-2018,
Initia Real Estate,Nov-30-2018,
Initia Real Estate,Dec-31-2018,
Initia Real Estate,Jan-31-2017,
MaxWell Devonshire Realty,Jan-31-2024,112
MaxWell Devonshire Realty,Feb-29-2024,119
MaxWell Devonshire Realty,Mar-31-2024,117
MaxWell Devonshire Realty,Apr-30-2024,118
MaxWell Devonshire Realty,May-31-2024,119
MaxWell Devonshire Realty,Jun-30-2024,119
MaxWell Devonshire Realty,Jul-31-2024,117
MaxWell Devonshire Realty,Aug-31-2024,117
MaxWell Devonshire Realty,Sep-30-2024,113
MaxWell Devonshire Realty,Oct-31-2024,113
MaxWell Devonshire Realty,Nov-30-2024,111
MaxWell Devonshire Realty,Dec-31-2024,107
MaxWell Devonshire Realty,Jan-31-2023,107
MaxWell Devonshire Realty,Feb-28-2023,105
MaxWell Devonshire Realty,Mar-31-2023,103
MaxWell Devonshire Realty,Apr-30-2023,102
MaxWell Devonshire Realty,May-31-2023,106
MaxWell Devonshire Realty,Jun-30-2023,106
MaxWell Devonshire Realty,Jul-31-2023,106
MaxWell Devonshire Realty,Aug-31-2023,107
MaxWell Devonshire Realty,Sep-30-2023,107
MaxWell Devonshire Realty,Oct-31-2023,104
MaxWell Devonshire Realty,Nov-30-2023,102
MaxWell Devonshire Realty,Dec-31-2023,101
MaxWell Devonshire Realty,Jan-31-2022,101
MaxWell Devonshire Realty,Feb-28-2022,102
MaxWell Devonshire Realty,Mar-31-2022,102
MaxWell Devonshire Realty,Apr-30-2022,100
MaxWell Devonshire Realty,May-31-2022,98
MaxWell Devonshire Realty,Jun-30-2022,98
MaxWell Devonshire Realty,Jul-31-2022,98
MaxWell Devonshire Realty,Aug-31-2022,94
MaxWell Devonshire Realty,Sep-30-2022,95
MaxWell Devonshire Realty,Oct-31-2022,95
MaxWell Devonshire Realty,Nov-30-2022,93
MaxWell Devonshire Realty,Dec-31-2022,94
MaxWell Devonshire Realty,Jan-31-2021,91
MaxWell Devonshire Realty,Feb-28-2021,91
MaxWell Devonshire Realty,Mar-31-2021,94
MaxWell Devonshire Realty,Apr-30-2021,96
MaxWell Devonshire Realty,May-31-2021,94
MaxWell Devonshire Realty,Jun-30-2021,90
MaxWell Devonshire Realty,Jul-31-2021,88
MaxWell Devonshire Realty,Aug-31-2021,92
MaxWell Devonshire Realty,Sep-30-2021,90
MaxWell Devonshire Realty,Oct-31-2021,85
MaxWell Devonshire Realty,Nov-30-2021,83
MaxWell Devonshire Realty,Dec-31-2021,82
MaxWell Devonshire Realty,Jan-31-2020,84
MaxWell Devonshire Realty,Feb-29-2020,84
MaxWell Devonshire Realty,Mar-31-2020,83
MaxWell Devonshire Realty,Apr-30-2020,83
MaxWell Devonshire Realty,May-31-2020,83
MaxWell Devonshire Realty,Jun-30-2020,80
MaxWell Devonshire Realty,Jul-31-2020,83
MaxWell Devonshire Realty,Aug-31-2020,84
MaxWell Devonshire Realty,Sep-30-2020,80
MaxWell Devonshire Realty,Oct-31-2020,47
MaxWell Devonshire Realty,Nov-30-2020,41
MaxWell Devonshire Realty,Dec-31-2020,43
MaxWell Devonshire Realty,Jan-31-2019,43
MaxWell Devonshire Realty,Feb-28-2019,40
MaxWell Devonshire Realty,Mar-31-2019,40
MaxWell Devonshire Realty,Apr-30-2019,40
MaxWell Devonshire Realty,May-31-2019,38
MaxWell Devonshire Realty,Jun-30-2019,38
MaxWell Devonshire Realty,Jul-31-2019,36
MaxWell Devonshire Realty,Aug-31-2019,36
MaxWell Devonshire Realty,Sep-30-2019,
MaxWell Devonshire Realty,Oct-31-2019,
MaxWell Devonshire Realty,Nov-30-2019,
MaxWell Devonshire Realty,Dec-31-2019,
MaxWell Devonshire Realty,Jan-31-2018,
MaxWell Devonshire Realty,Feb-28-2018,
MaxWell Devonshire Realty,Mar-31-2018,
MaxWell Devonshire Realty,Apr-30-2018,
MaxWell Devonshire Realty,May-31-2018,
MaxWell Devonshire Realty,Jun-30-2018,
MaxWell Devonshire Realty,Jul-31-2018,
MaxWell Devonshire Realty,Aug-31-2018,
MaxWell Devonshire Realty,Sep-30-2018,
MaxWell Devonshire Realty,Oct-31-2018,
MaxWell Devonshire Realty,Nov-30-2018,
MaxWell Devonshire Realty,Dec-31-2018,
MaxWell Devonshire Realty,Jan-31-2017,
Maxwell Challenge Realty,Jan-31-2024,103
Maxwell Challenge Realty,Feb-29-2024,103
Maxwell Challenge Realty,Mar-31-2024,105
Maxwell Challenge Realty,Apr-30-2024,103
Maxwell Challenge Realty,May-31-2024,103
Maxwell Challenge Realty,Jun-30-2024,104
Maxwell Challenge Realty,Jul-31-2024,103
Maxwell Challenge Realty,Aug-31-2024,104
Maxwell Challenge Realty,Sep-30-2024,101
Maxwell Challenge Realty,Oct-31-2024,105
Maxwell Challenge Realty,Nov-30-2024,106
Maxwell Challenge Realty,Dec-31-2024,104
Maxwell Challenge Realty,Jan-31-2023,104
Maxwell Challenge Realty,Feb-28-2023,104
Maxwell Challenge Realty,Mar-31-2023,107
Maxwell Challenge Realty,Apr-30-2023,106
Maxwell Challenge Realty,May-31-2023,108
Maxwell Challenge Realty,Jun-30-2023,107
Maxwell Challenge Realty,Jul-31-2023,105
Maxwell Challenge Realty,Aug-31-2023,101
Maxwell Challenge Realty,Sep-30-2023,97
Maxwell Challenge Realty,Oct-31-2023,93
Maxwell Challenge Realty,Nov-30-2023,92
Maxwell Challenge Realty,Dec-31-2023,91
Maxwell Challenge Realty,Jan-31-2022,91
Maxwell Challenge Realty,Feb-28-2022,91
Maxwell Challenge Realty,Mar-31-2022,90
Maxwell Challenge Realty,Apr-30-2022,94
Maxwell Challenge Realty,May-31-2022,93
Maxwell Challenge Realty,Jun-30-2022,94
Maxwell Challenge Realty,Jul-31-2022,95
Maxwell Challenge Realty,Aug-31-2022,94
Maxwell Challenge Realty,Sep-30-2022,95
Maxwell Challenge Realty,Oct-31-2022,94
Maxwell Challenge Realty,Nov-30-2022,94
Maxwell Challenge Realty,Dec-31-2022,92
Maxwell Challenge Realty,Jan-31-2021,91
Maxwell Challenge Realty,Feb-28-2021,90
Maxwell Challenge Realty,Mar-31-2021,90
Maxwell Challenge Realty,Apr-30-2021,90
Maxwell Challenge Realty,May-31-2021,92
Maxwell Challenge Realty,Jun-30-2021,88
Maxwell Challenge Realty,Jul-31-2021,88
Maxwell Challenge Realty,Aug-31-2021,88
Maxwell Challenge Realty,Sep-30-2021,89
Maxwell Challenge Realty,Oct-31-2021,90
Maxwell Challenge Realty,Nov-30-2021,88
Maxwell Challenge Realty,Dec-31-2021,87
Maxwell Challenge Realty,Jan-31-2020,87
Maxwell Challenge Realty,Feb-29-2020,87
Maxwell Challenge Realty,Mar-31-2020,86
Maxwell Challenge Realty,Apr-30-2020,86
Maxwell Challenge Realty,May-31-2020,86
Maxwell Challenge Realty,Jun-30-2020,87
Maxwell Challenge Realty,Jul-31-2020,87
Maxwell Challenge Realty,Aug-31-2020,87
Maxwell Challenge Realty,Sep-30-2020,86
Maxwell Challenge Realty,Oct-31-2020,87
Maxwell Challenge Realty,Nov-30-2020,85
Maxwell Challenge Realty,Dec-31-2020,91
Maxwell Challenge Realty,Jan-31-2019,90
Maxwell Challenge Realty,Feb-28-2019,91
Maxwell Challenge Realty,Mar-31-2019,90
Maxwell Challenge Realty,Apr-30-2019,87
Maxwell Challenge Realty,May-31-2019,88
Maxwell Challenge Realty,Jun-30-2019,86
Maxwell Challenge Realty,Jul-31-2019,85
Maxwell Challenge Realty,Aug-31-2019,83
Maxwell Challenge Realty,Sep-30-2019,85
Maxwell Challenge Realty,Oct-31-2019,87
Maxwell Challenge Realty,Nov-30-2019,86
Maxwell Challenge Realty,Dec-31-2019,87
Maxwell Challenge Realty,Jan-31-2018,85
Maxwell Challenge Realty,Feb-28-2018,85
Maxwell Challenge Realty,Mar-31-2018,84
Maxwell Challenge Realty,Apr-30-2018,
Maxwell Challenge Realty,May-31-2018,
Maxwell Challenge Realty,Jun-30-2018,
Maxwell Challenge Realty,Jul-31-2018,
Maxwell Challenge Realty,Aug-31-2018,
Maxwell Challenge Realty,Sep-30-2018,
Maxwell Challenge Realty,Oct-31-2018,
Maxwell Challenge Realty,Nov-30-2018,
Maxwell Challenge Realty,Dec-31-2018,
Maxwell Challenge Realty,Jan-31-2017,
NOW Real Estate Group,Jan-31-2024,76
NOW Real Estate Group,Feb-29-2024,76
NOW Real Estate Group,Mar-31-2024,76
NOW Real Estate Group,Apr-30-2024,76
NOW Real Estate Group,May-31-2024,77
NOW Real Estate Group,Jun-30-2024,77
NOW Real Estate Group,Jul-31-2024,79
NOW Real Estate Group,Aug-31-2024,80
NOW Real Estate Group,Sep-30-2024,81
NOW Real Estate Group,Oct-31-2024,79
NOW Real Estate Group,Nov-30-2024,80
NOW Real Estate Group,Dec-31-2024,78
NOW Real Estate Group,Jan-31-2023,78
NOW Real Estate Group,Feb-28-2023,78
NOW Real Estate Group,Mar-31-2023,76
NOW Real Estate Group,Apr-30-2023,76
NOW Real Estate Group,May-31-2023,73
NOW Real Estate Group,Jun-30-2023,73
NOW Real Estate Group,Jul-31-2023,74
NOW Real Estate Group,Aug-31-2023,74
NOW Real Estate Group,Sep-30-2023,75
NOW Real Estate Group,Oct-31-2023,75
NOW Real Estate Group,Nov-30-2023,78
NOW Real Estate Group,Dec-31-2023,80
NOW Real Estate Group,Jan-31-2022,84
NOW Real Estate Group,Feb-28-2022,84
NOW Real Estate Group,Mar-31-2022,84
NOW Real Estate Group,Apr-30-2022,84
NOW Real Estate Group,May-31-2022,85
NOW Real Estate Group,Jun-30-2022,84
NOW Real Estate Group,Jul-31-2022,84
NOW Real Estate Group,Aug-31-2022,83
NOW Real Estate Group,Sep-30-2022,83
NOW Real Estate Group,Oct-31-2022,84
NOW Real Estate Group,Nov-30-2022,86
NOW Real Estate Group,Dec-31-2022,87
NOW Real Estate Group,Jan-31-2021,84
NOW Real Estate Group,Feb-28-2021,85
NOW Real Estate Group,Mar-31-2021,86
NOW Real Estate Group,Apr-30-2021,83
NOW Real Estate Group,May-31-2021,87
NOW Real Estate Group,Jun-30-2021,86
NOW Real Estate Group,Jul-31-2021,86
NOW Real Estate Group,Aug-31-2021,89
NOW Real Estate Group,Sep-30-2021,88
NOW Real Estate Group,Oct-31-2021,93
NOW Real Estate Group,Nov-30-2021,94
NOW Real Estate Group,Dec-31-2021,92
NOW Real Estate Group,Jan-31-2020,93
NOW Real Estate Group,Feb-29-2020,94
NOW Real Estate Group,Mar-31-2020,94
NOW Real Estate Group,Apr-30-2020,94
NOW Real Estate Group,May-31-2020,96
NOW Real Estate Group,Jun-30-2020,97
NOW Real Estate Group,Jul-31-2020,98
NOW Real Estate Group,Aug-31-2020,100
NOW Real Estate Group,Sep-30-2020,99
NOW Real Estate Group,Oct-31-2020,98
NOW Real Estate Group,Nov-30-2020,97
NOW Real Estate Group,Dec-31-2020,98
NOW Real Estate Group,Jan-31-2019,98
NOW Real Estate Group,Feb-28-2019,98
NOW Real Estate Group,Mar-31-2019,98
NOW Real Estate Group,Apr-30-2019,95
NOW Real Estate Group,May-31-2019,93
NOW Real Estate Group,Jun-30-2019,95
NOW Real Estate Group,Jul-31-2019,96
NOW Real Estate Group,Aug-31-2019,98
NOW Real Estate Group,Sep-30-2019,99
NOW Real Estate Group,Oct-31-2019,98
NOW Real Estate Group,Nov-30-2019,101
NOW Real Estate Group,Dec-31-2019,103
NOW Real Estate Group,Jan-31-2018,102
NOW Real Estate Group,Feb-28-2018,101
NOW Real Estate Group,Mar-31-2018,101
NOW Real Estate Group,Apr-30-2018,103
NOW Real Estate Group,May-31-2018,
NOW Real Estate Group,Jun-30-2018,
NOW Real Estate Group,Jul-31-2018,
NOW Real Estate Group,Aug-31-2018,
NOW Real Estate Group,Sep-30-2018,
NOW Real Estate Group,Oct-31-2018,
NOW Real Estate Group,Nov-30-2018,
NOW Real Estate Group,Dec-31-2018,
NOW Real Estate Group,Jan-31-2017,
YEGPro Realty,Jan-31-2024,69
YEGPro Realty,Feb-29-2024,86
YEGPro Realty,Mar-31-2024,84
YEGPro Realty,Apr-30-2024,82
YEGPro Realty,May-31-2024,81
YEGPro Realty,Jun-30-2024,81
YEGPro Realty,Jul-31-2024,81
YEGPro Realty,Aug-31-2024,80
YEGPro Realty,Sep-30-2024,77
YEGPro Realty,Oct-31-2024,76
YEGPro Realty,Nov-30-2024,76
YEGPro Realty,Dec-31-2024,77
YEGPro Realty,Jan-31-2023,77
YEGPro Realty,Feb-28-2023,77
YEGPro Realty,Mar-31-2023,75
YEGPro Realty,Apr-30-2023,75
YEGPro Realty,May-31-2023,80
YEGPro Realty,Jun-30-2023,81
YEGPro Realty,Jul-31-2023,85
YEGPro Realty,Aug-31-2023,87
YEGPro Realty,Sep-30-2023,87
YEGPro Realty,Oct-31-2023,88
YEGPro Realty,Nov-30-2023,88
YEGPro Realty,Dec-31-2023,88
YEGPro Realty,Jan-31-2022,86
YEGPro Realty,Feb-28-2022,85
YEGPro Realty,Mar-31-2022,84
YEGPro Realty,Apr-30-2022,85
YEGPro Realty,May-31-2022,85
YEGPro Realty,Jun-30-2022,84
YEGPro Realty,Jul-31-2022,83
YEGPro Realty,Aug-31-2022,82
YEGPro Realty,Sep-30-2022,82
YEGPro Realty,Oct-31-2022,79
YEGPro Realty,Nov-30-2022,78
YEGPro Realty,Dec-31-2022,77
YEGPro Realty,Jan-31-2021,76
YEGPro Realty,Feb-28-2021,76
YEGPro Realty,Mar-31-2021,79
YEGPro Realty,Apr-30-2021,78
YEGPro Realty,May-31-2021,73
YEGPro Realty,Jun-30-2021,72
YEGPro Realty,Jul-31-2021,71
YEGPro Realty,Aug-31-2021,69
YEGPro Realty,Sep-30-2021,69
YEGPro Realty,Oct-31-2021,74
YEGPro Realty,Nov-30-2021,74
YEGPro Realty,Dec-31-2021,74
YEGPro Realty,Jan-31-2020,65
YEGPro Realty,Feb-29-2020,66
YEGPro Realty,Mar-31-2020,65
YEGPro Realty,Apr-30-2020,65
YEGPro Realty,May-31-2020,62
YEGPro Realty,Jun-30-2020,61
YEGPro Realty,Jul-31-2020,64
YEGPro Realty,Aug-31-2020,66
YEGPro Realty,Sep-30-2020,65
YEGPro Realty,Oct-31-2020,65
YEGPro Realty,Nov-30-2020,63
YEGPro Realty,Dec-31-2020,65
YEGPro Realty,Jan-31-2019,66
YEGPro Realty,Feb-28-2019,57
YEGPro Realty,Mar-31-2019,56
YEGPro Realty,Apr-30-2019,54
YEGPro Realty,May-31-2019,55
YEGPro Realty,Jun-30-2019,51
YEGPro Realty,Jul-31-2019,51
YEGPro Realty,Aug-31-2019,52
YEGPro Realty,Sep-30-2019,49
YEGPro Realty,Oct-31-2019,
YEGPro Realty,Nov-30-2019,
YEGPro Realty,Dec-31-2019,
YEGPro Realty,Jan-31-2018,
YEGPro Realty,Feb-28-2018,
YEGPro Realty,Mar-31-2018,
YEGPro Realty,Apr-30-2018,
YEGPro Realty,May-31-2018,
YEGPro Realty,Jun-30-2018,
YEGPro Realty,Jul-31-2018,
YEGPro Realty,Aug-31-2018,
YEGPro Realty,Sep-30-2018,
YEGPro Realty,Oct-31-2018,
YEGPro Realty,Nov-30-2018,
YEGPro Realty,Dec-31-2018,
